date,station_name,latitude,longitude,PM2.5
2025-04-20,Elaman 105,43.36754,76.945592,79.45
2025-04-21,Elaman 105,43.36754,76.945592,77.36
2025-04-22,Elaman 105,43.36754,76.945592,21.94
2025-04-16,Gymnasium 39,43.348459,76.84291,57.11
2025-04-17,Gymnasium 39,43.348459,76.84291,23.6
2025-04-18,Gymnasium 39,43.348459,76.84291,14.81
2025-04-19,Gymnasium 39,43.348459,76.84291,35.12
2025-04-20,Gymnasium 39,43.348459,76.84291,58.82
2025-04-21,Gymnasium 39,43.348459,76.84291,58.3
2025-04-22,Gymnasium 39,43.348459,76.84291,22.31
2025-04-16,Hospital-7,43.232526,76.801056,24.92
2025-04-17,Hospital-7,43.232526,76.801056,16.39
2025-04-18,Hospital-7,43.232526,76.801056,22.59
2025-04-19,Hospital-7,43.232526,76.801056,27.13
2025-04-20,Hospital-7,43.232526,76.801056,30.28
2025-04-21,Hospital-7,43.232526,76.801056,29.77
2025-04-22,Hospital-7,43.232526,76.801056,23.2
2025-04-16,Iliyski trakt,43.342767,76.981528,62.36
2025-04-17,Iliyski trakt,43.342767,76.981528,25.31
2025-04-18,Iliyski trakt,43.342767,76.981528,12.96
2025-04-19,Iliyski trakt,43.342767,76.981528,29.21
2025-04-20,Iliyski trakt,43.342767,76.981528,61.67
2025-04-21,Iliyski trakt,43.342767,76.981528,64.96
2025-04-22,Iliyski trakt,43.342767,76.981528,20.27
2025-04-16,Jana Kairat,43.312075,77.001754,54.4
2025-04-17,Jana Kairat,43.312075,77.001754,28.18
2025-04-18,Jana Kairat,43.312075,77.001754,21.42
2025-04-19,Jana Kairat,43.312075,77.001754,32.99
2025-04-20,Jana Kairat,43.312075,77.001754,67.26
2025-04-21,Jana Kairat,43.312075,77.001754,63.06
2025-04-22,Jana Kairat,43.312075,77.001754,19.94
2025-04-16,KBTU,43.255326,76.943861,49.77
2025-04-17,KBTU,43.255326,76.943861,24.98
2025-04-18,KBTU,43.255326,76.943861,19.74
2025-04-19,KBTU,43.255326,76.943861,33.8
2025-04-20,KBTU,43.255326,76.943861,62.7
2025-04-21,KBTU,43.255326,76.943861,54.54
2025-04-22,KBTU,43.255326,76.943861,19.68
2025-04-16,KazNPU,43.248796,76.953733,19.17
2025-04-17,KazNPU,43.248796,76.953733,14.33
2025-04-18,KazNPU,43.248796,76.953733,16.23
2025-04-19,KazNPU,43.248796,76.953733,24.79
2025-04-20,KazNPU,43.248796,76.953733,26.45
2025-04-21,KazNPU,43.248796,76.953733,26.45
2025-04-22,KazNPU,43.248796,76.953733,17.76
2025-04-16,Kensay,43.233886,76.971037,15.63
2025-04-17,Kensay,43.233886,76.971037,13.21
2025-04-18,Kensay,43.233886,76.971037,20.23
2025-04-19,Kensay,43.233886,76.971037,22.6
2025-04-20,Kensay,43.233886,76.971037,21.67
2025-04-21,Kensay,43.233886,76.971037,21.67
2025-04-22,Kensay,43.233886,76.971037,20.45
2025-04-16,Kokkainar Micro,43.289286,76.841529,58.34
2025-04-17,Kokkainar Micro,43.289286,76.841529,31.68
2025-04-18,Kokkainar Micro,43.289286,76.841529,19.74
2025-04-19,Kokkainar Micro,43.289286,76.841529,39.22
2025-04-20,Kokkainar Micro,43.289286,76.841529,76.11
2025-04-21,Kokkainar Micro,43.289286,76.841529,63.73
2025-04-22,Kokkainar Micro,43.289286,76.841529,19.23
2025-04-16,Kotelnikova St.,43.310559,76.94206,73.58
2025-04-17,Kotelnikova St.,43.310559,76.94206,33.69
2025-04-18,Kotelnikova St.,43.310559,76.94206,15.94
2025-04-19,Kotelnikova St.,43.310559,76.94206,39.75
2025-04-20,Kotelnikova St.,43.310559,76.94206,82.0
2025-04-21,Kotelnikova St.,43.310559,76.94206,78.3
2025-04-22,Kotelnikova St.,43.310559,76.94206,21.8
2025-04-16,Kulager,43.302194,76.923765,56.73
2025-04-17,Kulager,43.302194,76.923765,28.92
2025-04-18,Kulager,43.302194,76.923765,16.21
2025-04-19,Kulager,43.302194,76.923765,37.2
2025-04-20,Kulager,43.302194,76.923765,70.95
2025-04-21,Kulager,43.302194,76.923765,62.19
2025-04-22,Kulager,43.302194,76.923765,18.92
2025-04-16,Mamyr-3,43.221298,76.867354,18.68
2025-04-17,Mamyr-3,43.221298,76.867354,13.86
2025-04-18,Mamyr-3,43.221298,76.867354,20.45
2025-04-19,Mamyr-3,43.221298,76.867354,23.68
2025-04-20,Mamyr-3,43.221298,76.867354,22.0
2025-04-21,Mamyr-3,43.221298,76.867354,27.31
2025-04-22,Mamyr-3,43.221298,76.867354,23.28
2025-04-16,Nicolas International chain of wineries,43.194805,76.910057,17.49
2025-04-17,Nicolas International chain of wineries,43.194805,76.910057,11.87
2025-04-18,Nicolas International chain of wineries,43.194805,76.910057,20.15
2025-04-19,Nicolas International chain of wineries,43.194805,76.910057,21.07
2025-04-20,Nicolas International chain of wineries,43.194805,76.910057,21.28
2025-04-21,Nicolas International chain of wineries,43.194805,76.910057,27.81
2025-04-22,Nicolas International chain of wineries,43.194805,76.910057,23.38
2025-04-16,Orbita,43.193682,76.882578,16.01
2025-04-17,Orbita,43.193682,76.882578,10.67
2025-04-18,Orbita,43.193682,76.882578,19.09
2025-04-19,Orbita,43.193682,76.882578,19.48
2025-04-20,Orbita,43.193682,76.882578,19.97
2025-04-21,Orbita,43.193682,76.882578,26.96
2025-04-22,Orbita,43.193682,76.882578,22.65
2025-04-16,"Respublika, 4",43.236886,76.946489,40.6
2025-04-17,"Respublika, 4",43.236886,76.946489,20.04
2025-04-18,"Respublika, 4",43.236886,76.946489,18.07
2025-04-19,"Respublika, 4",43.236886,76.946489,30.96
2025-04-20,"Respublika, 4",43.236886,76.946489,49.12
2025-04-21,"Respublika, 4",43.236886,76.946489,46.21
2025-04-22,"Respublika, 4",43.236886,76.946489,21.11
2025-04-16,Ritz Palace,43.227185,76.959971,18.82
2025-04-17,Ritz Palace,43.227185,76.959971,11.65
2025-04-18,Ritz Palace,43.227185,76.959971,20.09
2025-04-19,Ritz Palace,43.227185,76.959971,21.62
2025-04-20,Ritz Palace,43.227185,76.959971,23.46
2025-04-21,Ritz Palace,43.227185,76.959971,28.66
2025-04-22,Ritz Palace,43.227185,76.959971,24.32
2025-04-16,"Rozybakieva, 270",43.214958,76.893317,12.01
2025-04-17,"Rozybakieva, 270",43.214958,76.893317,13.82
2025-04-18,"Rozybakieva, 270",43.214958,76.893317,17.0
2025-04-19,"Rozybakieva, 270",43.214958,76.893317,10.71
2025-04-20,"Rozybakieva, 270",43.214958,76.893317,13.27
2025-04-21,"Rozybakieva, 270",43.214958,76.893317,15.68
2025-04-22,"Rozybakieva, 270",43.214958,76.893317,19.09
2025-04-16,Ryskulova 81,43.27864,76.903186,58.67
2025-04-17,Ryskulova 81,43.27864,76.903186,31.44
2025-04-18,Ryskulova 81,43.27864,76.903186,21.1
2025-04-19,Ryskulova 81,43.27864,76.903186,39.19
2025-04-20,Ryskulova 81,43.27864,76.903186,77.31
2025-04-21,Ryskulova 81,43.27864,76.903186,64.57
2025-04-22,Ryskulova 81,43.27864,76.903186,19.58
2025-04-16,School 137,43.317777,76.911619,74.59
2025-04-17,School 137,43.317777,76.911619,33.17
2025-04-18,School 137,43.317777,76.911619,15.57
2025-04-19,School 137,43.317777,76.911619,38.3
2025-04-20,School 137,43.317777,76.911619,79.79
2025-04-21,School 137,43.317777,76.911619,78.23
2025-04-22,School 137,43.317777,76.911619,21.87
2025-04-16,School 177,43.357966,76.921398,74.45
2025-04-17,School 177,43.357966,76.921398,33.1
2025-04-18,School 177,43.357966,76.921398,15.16
2025-04-19,School 177,43.357966,76.921398,38.58
2025-04-20,School 177,43.357966,76.921398,79.66
2025-04-21,School 177,43.357966,76.921398,77.69
2025-04-22,School 177,43.357966,76.921398,21.73
2025-04-16,School 192,43.170202,76.850401,16.16
2025-04-17,School 192,43.170202,76.850401,12.71
2025-04-18,School 192,43.170202,76.850401,20.61
2025-04-19,School 192,43.170202,76.850401,21.55
2025-04-20,School 192,43.170202,76.850401,17.69
2025-04-21,School 192,43.170202,76.850401,26.16
2025-04-22,School 192,43.170202,76.850401,21.86
2025-04-16,School 32,43.372796,76.991409,42.95
2025-04-17,School 32,43.372796,76.991409,34.96
2025-04-18,School 32,43.372796,76.991409,29.87
2025-04-19,School 32,43.372796,76.991409,41.78
2025-04-20,School 32,43.372796,76.991409,53.84
2025-04-21,School 32,43.372796,76.991409,31.9
2025-04-22,School 32,43.372796,76.991409,17.85
2025-04-16,School 77,43.21905,76.949497,18.78
2025-04-17,School 77,43.21905,76.949497,11.56
2025-04-18,School 77,43.21905,76.949497,19.96
2025-04-19,School 77,43.21905,76.949497,21.39
2025-04-20,School 77,43.21905,76.949497,23.14
2025-04-21,School 77,43.21905,76.949497,28.8
2025-04-22,School 77,43.21905,76.949497,24.2
2025-04-16,Shamiyeva St.,43.283152,76.928097,59.35
2025-04-17,Shamiyeva St.,43.283152,76.928097,31.95
2025-04-18,Shamiyeva St.,43.283152,76.928097,20.7
2025-04-19,Shamiyeva St.,43.283152,76.928097,39.6
2025-04-20,Shamiyeva St.,43.283152,76.928097,78.87
2025-04-21,Shamiyeva St.,43.283152,76.928097,65.76
2025-04-22,Shamiyeva St.,43.283152,76.928097,19.52
2025-04-13,Tau Samal,43.206112,76.982082,10.68
2025-04-14,Tau Samal,43.206112,76.982082,11.34
2025-04-15,Tau Samal,43.206112,76.982082,16.54
2025-04-16,Tau Samal,43.206112,76.982082,18.39
2025-04-17,Tau Samal,43.206112,76.982082,16.33
2025-04-18,Tau Samal,43.206112,76.982082,22.3
2025-04-19,Tau Samal,43.206112,76.982082,20.37
2025-04-16,Turuspekova St.,43.178319,76.869493,18.72
2025-04-17,Turuspekova St.,43.178319,76.869493,14.95
2025-04-18,Turuspekova St.,43.178319,76.869493,22.25
2025-04-19,Turuspekova St.,43.178319,76.869493,23.34
2025-04-20,Turuspekova St.,43.178319,76.869493,19.49
2025-04-21,Turuspekova St.,43.178319,76.869493,27.08
2025-04-22,Turuspekova St.,43.178319,76.869493,22.33
2025-04-16,Zhetysu 47,43.291954,76.990383,58.96
2025-04-17,Zhetysu 47,43.291954,76.990383,30.65
2025-04-18,Zhetysu 47,43.291954,76.990383,20.67
2025-04-19,Zhetysu 47,43.291954,76.990383,38.53
2025-04-20,Zhetysu 47,43.291954,76.990383,77.29
2025-04-21,Zhetysu 47,43.291954,76.990383,65.59
2025-04-22,Zhetysu 47,43.291954,76.990383,19.77
2025-04-16,Zhunisova St.,43.218453,76.789248,23.96
2025-04-17,Zhunisova St.,43.218453,76.789248,14.57
2025-04-18,Zhunisova St.,43.218453,76.789248,21.62
2025-04-19,Zhunisova St.,43.218453,76.789248,25.39
2025-04-20,Zhunisova St.,43.218453,76.789248,28.1
2025-04-21,Zhunisova St.,43.218453,76.789248,29.94
2025-04-22,Zhunisova St.,43.218453,76.789248,23.37
2025-04-16,"Zorge street, 32",43.338002,76.952223,68.55
2025-04-17,"Zorge street, 32",43.338002,76.952223,25.67
2025-04-18,"Zorge street, 32",43.338002,76.952223,16.32
2025-04-19,"Zorge street, 32",43.338002,76.952223,27.84
2025-04-20,"Zorge street, 32",43.338002,76.952223,64.65
2025-04-21,"Zorge street, 32",43.338002,76.952223,68.69
2025-04-22,"Zorge street, 32",43.338002,76.952223,22.42
