date,min,max,median,q1,q3,stdev,count
2026-01-01T00:00:00.000Z,1.66,42.45,6.08,3.63,12.37,11.386,24
2026-01-02T00:00:00.000Z,8.1,55.83,25.25,17.05,38.71,13.048,24
2026-01-03T00:00:00.000Z,5.51,27.21,16.17,8.64,18.8,5.812,23
2026-01-04T00:00:00.000Z,9.75,39.04,21.06,11.46,25.44,8.119,21
2026-01-05T00:00:00.000Z,1.06,11.53,2.91,2.46,5.09,2.628,24
2026-01-06T00:00:00.000Z,0.43,13.03,5.29,2.88,6.53,2.818,24
2026-01-07T00:00:00.000Z,1.44,19.57,10.38,6.51,15.17,4.657,23
2026-01-08T00:00:00.000Z,2.06,34.4,16.02,11.74,20.13,7.185,20
2026-01-09T00:00:00.000Z,2.02,24.56,10.06,6.03,13.89,5.799,24
2026-01-10T00:00:00.000Z,1.07,27.3,7.6,6.06,12.29,5.303,23
2026-01-11T00:00:00.000Z,6.8,23.88,14.85,11.79,20.94,5.156,22
2026-01-12T00:00:00.000Z,4.36,21.59,15.44,9.19,17.61,4.843,24
2026-01-13T00:00:00.000Z,0.46,98.39,12.35,2.54,27.83,25.517,24
2026-01-14T00:00:00.000Z,0.43,10.26,0.9,0.48,2,2.878,14
2026-01-15T00:00:00.000Z,0.49,14.63,3.96,1.12,9.76,4.475,22
2026-01-16T00:00:00.000Z,0.6,12.82,4.55,2.27,6.33,2.941,22
2026-01-17T00:00:00.000Z,2.31,44.04,22.26,7.52,36,14.326,20
2026-01-18T00:00:00.000Z,6.02,41.64,18.72,11.25,27.74,9.603,22
2026-01-19T00:00:00.000Z,3.34,18.78,7.52,5.11,11.89,4.848,20
2026-01-20T00:00:00.000Z,2.86,15.64,6.28,5.11,9.74,3.387,20
2026-01-21T00:00:00.000Z,1.05,39.14,11.05,7.05,18.73,8.966,24
2026-01-22T00:00:00.000Z,15.13,48.09,32.36,24.63,39.63,9.256,22
2026-01-23T00:00:00.000Z,13.33,60.45,36.1,24.71,43.25,12.222,22
2026-01-24T00:00:00.000Z,26.27,61.59,38.99,29.75,50.03,11.412,22
2026-01-25T00:00:00.000Z,11.22,119.48,43.98,30.35,89.93,34.128,24
2026-01-26T00:00:00.000Z,52.48,345.43,131.74,77.23,204.34,81.939,24
2026-01-27T00:00:00.000Z,33.72,92.93,49.04,40.4,67.73,16.219,18
2026-01-28T00:00:00.000Z,17.32,316.8,64.44,44.09,96.88,92.03,21
2026-01-29T00:00:00.000Z,11.66,35.67,26.34,21.93,29.16,6.279,25
2026-01-30T00:00:00.000Z,12.86,141.1,30.43,22.35,37.97,34.753,22
2026-01-31T00:00:00.000Z,23.73,72.53,42.4,30.44,59.93,16.172,23
2026-02-01T00:00:00.000Z,21.69,140.54,44.8,29.82,57.63,32.957,14
2026-02-02T00:00:00.000Z,20.54,71.55,36.09,30.24,43.55,10.892,24
2026-02-03T00:00:00.000Z,3.96,25.38,11.98,8.52,17.77,5.968,20
2026-02-04T00:00:00.000Z,11.97,36.29,25.81,22.36,28.11,6.235,14
2026-02-05T00:00:00.000Z,3.44,13.32,8.27,6.42,10.74,2.983,15
2026-02-06T00:00:00.000Z,3.31,35.39,13.78,10.64,17.86,6.931,24
2026-02-07T00:00:00.000Z,3.6,16.37,10.4,6.69,14.05,4.472,10
2026-02-10T00:00:00.000Z,1.13,18.57,5.24,2.6,8.77,4.414,20
2026-02-11T00:00:00.000Z,1.69,12.9,4.24,3.09,6.5,2.824,24
2026-02-12T00:00:00.000Z,3.48,53.6,8.69,6.49,23.15,15.11,23
2026-02-13T00:00:00.000Z,11.57,115,40.88,30.07,69.4,26.405,23
2026-02-14T00:00:00.000Z,13.86,115.07,46.04,32.54,65.68,25.118,24
2026-02-15T00:00:00.000Z,9.55,68.3,36.33,19.98,49.55,16.114,24
2026-02-16T00:00:00.000Z,2.56,13.54,6.85,3.46,9.9,3.653,8
2026-02-17T00:00:00.000Z,1.78,13.7,3.97,2.47,7.34,3.573,18
2026-02-18T00:00:00.000Z,1.76,25.02,5.72,4.55,8.14,5.493,23
2026-02-19T00:00:00.000Z,3.23,104.62,12.74,7.71,35.11,29.182,24
2026-02-20T00:00:00.000Z,0.9,31.98,5.86,3.56,13.26,8.374,22
2026-02-21T00:00:00.000Z,1.41,13.71,5.41,3.4,8.31,3.135,23
2026-02-22T00:00:00.000Z,1.31,12.15,5.8,4.4,7.31,2.713,24
2026-02-23T00:00:00.000Z,2.9,43.32,10.02,5.09,15.72,9.795,23
2026-02-24T00:00:00.000Z,12.45,163.6,36.09,24.14,74.3,40.277,21
2026-02-25T00:00:00.000Z,0.8,93.04,11.95,5.7,32.89,22.173,22
2026-02-26T00:00:00.000Z,1.53,18.28,7.87,3.63,11.69,4.558,23
2026-02-27T00:00:00.000Z,7.11,104.72,32.35,22.11,42.04,19.637,22
2026-02-28T00:00:00.000Z,6.13,82.04,12.69,9.61,48.03,24.912,24
2026-03-01T00:00:00.000Z,5.47,39.97,21.85,18.6,34.47,9.36,22
2026-03-02T00:00:00.000Z,1.02,10.7,3.47,1.6,7.08,2.98,21
2026-03-03T00:00:00.000Z,1.38,12.17,4.71,3.3,7.94,3.52,10
